Time (s),ADC Value,30s Avg,5m Avg,10m Avg
22815,1595,1258.1,1004.9,1039.6
22818,519,1203.4,998.5,1038.17
22821,969,1185.9,992.49,1040.09
22824,933,1121.1,984.93,1040.42
22827,949,1045.7,991.33,1037.26
22830,1126,1072.5,1002.58,1040.21
22833,1406,1069.1,1003.1,1043.33
22836,1652,1115.6,1015.81,1042.49
22839,1607,1102.1,1013.42,1050.5
22842,746,1150.2,1007.44,1054.05
22845,625,1053.2,995.31,1053.89
22848,1196,1120.9,992.32,1052.59
22851,8,1024.8,978.26,1047.86
22854,1949,1126.4,989.88,1048.42
22857,461,1077.6,990.42,1044.58
22860,221,987.1,980.97,1043.39
22863,1637,1010.2,980.26,1051.22
22866,299,874.9,974.15,1043.17
22869,1656,879.8,988.46,1049.59
22872,574,862.6,975.19,1049.29
22875,444,844.5,964.07,1050.84
22878,950,819.9,973.51,1052.34
22881,1775,996.6,991.17,1057.0
22884,315,833.2,977.57,1057.22
22887,1035,890.6,968.48,1053.66
22890,904,958.9,962.29,1051.12
22893,163,811.5,958.45,1044.09
22896,1789,960.5,970.47,1050.94
22899,1026,897.5,971.96,1054.33
22902,252,865.3,961.77,1055.08
22905,885,909.4,967.88,1057.19
22908,1641,978.5,983.56,1055.94
22911,790,880.0,976.63,1053.88
22914,1295,978.0,975.52,1059.77
22917,434,917.9,975.0,1052.01
22920,839,911.4,980.43,1052.52
22923,17,896.8,970.48,1045.83
22926,1341,852.0,967.76,1043.39
22929,572,806.6,964.07,1040.79
22932,636,845.0,965.34,1039.22
22935,482,804.7,965.45,1038.75
22938,1730,813.6,974.15,1042.23
22941,521,786.7,970.75,1044.04
22944,1251,782.3,973.85,1041.14
22947,926,831.5,967.99,1041.33
22950,533,800.9,960.03,1043.36
22953,719,871.1,958.41,1039.78
22956,998,836.8,965.71,1040.39
22959,322,811.8,962.42,1035.17
22962,584,806.6,963.62,1033.28
22965,1461,904.5,967.14,1031.21
22968,346,766.1,956.6,1024.77
22971,517,765.7,945.46,1021.33
22974,1245,765.1,943.62,1023.72
22977,375,710.0,931.15,1017.85
22980,403,697.0,922.79,1010.29
22983,616,686.7,928.86,1009.04
22986,1949,781.8,929.95,1010.92
22989,826,832.2,930.24,1005.62
22992,350,808.8,919.0,1004.36
22995,1444,807.1,932.81,1006.02
22998,31,775.6,929.72,999.54
23001,1282,852.1,938.17,996.83
23004,757,803.3,934.59,995.3
23007,1832,949.0,948.19,998.51
23010,827,991.4,947.37,996.17
23013,736,1003.4,952.85,994.0
23016,68,815.3,948.82,994.03
23019,418,774.5,949.28,992.03
23022,1938,933.3,951.43,1001.52
23025,1689,957.8,962.6,1003.76
23028,1741,1128.8,970.1,1005.71
23031,642,1064.8,972.8,1007.71
23034,1527,1141.8,972.92,1007.79
23037,1950,1153.6,974.93,1010.99
23040,387,1109.6,976.37,1006.96
23043,1085,1144.5,980.77,1004.51
23046,1288,1266.5,989.72,1008.46
23049,1559,1380.6,993.02,1016.06
23052,1454,1332.2,988.86,1014.97
23055,331,1196.4,975.0,1008.38
23058,57,1028.0,960.7,999.25
23061,1169,1080.7,958.06,1002.41
23064,189,946.9,943.16,994.84
23067,195,771.4,925.33,993.31
23070,499,782.6,926.05,986.32
23073,1527,826.8,929.23,987.78
23076,667,764.7,933.32,988.1
23079,1379,746.7,941.4,987.07
23082,1997,801.0,953.28,990.02
23085,613,829.2,956.49,983.86
23088,1161,939.6,957.44,983.67
23091,656,888.3,952.56,979.77
23094,912,960.6,945.87,975.44
23097,1579,1099.0,944.63,978.68
23100,1245,1173.6,948.5,980.65
23103,125,1033.4,935.35,979.57
23106,163,983.0,925.11,971.27
23109,85,853.6,908.54,962.05
23112,465,700.4,910.54,956.16
23115,1580,797.1,910.39,957.64
23118,958,776.8,914.78,956.64
23121,578,769.0,910.87,951.68
23124,591,736.9,907.45,946.19
23127,660,645.0,904.56,947.95
23130,600,580.5,899.3,950.94
23133,687,636.7,892.11,947.61
23136,201,640.5,877.6,946.71
23139,1926,824.6,880.79,947.11
23142,568,834.9,879.01,943.23
23145,435,720.4,877.11,936.21
23148,1538,778.4,880.53,936.42
23151,1338,854.4,893.83,936.04
23154,1365,931.8,887.99,938.93
23157,388,904.6,887.26,938.84
23160,1090,953.6,895.95,938.46
23163,390,923.9,883.48,931.87
23166,283,932.1,883.32,928.74
23169,1485,888.0,881.61,935.03
23172,70,838.2,876.57,925.88
23175,703,865.0,879.16,921.62
23178,1134,824.6,881.0,927.25
23181,976,788.4,873.01,932.09
23184,90,660.9,870.76,924.16
23187,471,669.2,865.12,916.8
23190,399,600.1,860.07,911.18
23193,1205,681.6,870.49,914.47
23196,954,748.7,862.14,916.3
23199,999,700.1,861.87,916.91
23202,408,733.9,863.43,912.6
23205,244,688.0,857.02,912.45
23208,1039,678.5,851.0,917.28
23211,1432,724.1,857.42,917.02
23214,1509,866.0,859.56,917.54
23217,381,857.0,859.03,917.01
23220,505,867.6,855.69,918.06
23223,946,841.7,864.98,917.73
23226,205,766.8,853.62,910.69
23229,1152,782.1,859.42,911.75
23232,1220,863.3,865.26,915.3
23235,1278,966.7,873.22,919.34
23238,1983,1061.1,875.75,924.95
23241,729,990.8,877.83,924.29
23244,416,881.5,869.48,921.66
23247,1234,966.8,872.56,920.27
23250,441,960.4,871.64,915.84
23253,710,936.8,871.55,914.98
23256,1603,1076.6,877.6,921.65
23259,1512,1112.6,889.5,925.96
23262,952,1085.8,893.18,928.4
23265,1758,1133.8,896.15,931.64
23268,663,1001.8,899.32,927.96
23271,150,943.9,895.65,920.55
23274,1021,1004.4,893.41,918.51
23277,921,973.1,898.87,915.01
23280,1546,1083.6,910.3,916.54
23283,1965,1209.1,923.79,926.33
23286,912,1140.0,913.42,921.68
23289,806,1069.4,913.22,921.73
23292,1387,1112.9,923.59,921.29
23295,1878,1124.9,927.93,930.37
23298,1639,1222.5,944.01,936.87
23301,541,1261.6,936.6,937.38
23304,1345,1294.0,942.48,938.53
23307,807,1282.6,932.23,940.21
23310,215,1149.5,926.11,936.74
23313,1950,1148.0,938.25,945.55
23316,307,1087.5,940.64,944.73
23319,221,1029.0,938.67,943.98
23322,882,978.5,928.11,939.77
23325,513,842.0,916.35,939.48
23328,1106,788.7,910.0,940.05
23331,117,746.3,904.75,938.77
23334,637,675.5,895.85,934.38
23337,704,665.2,883.39,929.16
23340,1933,837.0,898.85,937.61
23343,1517,793.7,903.17,941.97
23346,94,772.4,891.23,940.48
23349,167,767.0,877.31,935.16
23352,1588,837.6,878.65,933.75
23355,960,882.3,884.94,929.97
23358,1177,889.4,896.14,928.42
23361,1736,1051.3,901.81,929.93
23364,1678,1155.4,916.7,929.93
23367,871,1172.1,923.46,924.39
23370,1398,1118.6,932.45,929.25
23373,266,993.5,919.84,924.53
23376,626,1046.7,919.43,926.38
23379,1926,1222.6,924.9,933.15
23382,1418,1205.6,919.11,936.2
23385,1670,1276.6,929.68,943.09
23388,493,1208.2,923.0,940.22
23391,1017,1136.3,926.61,939.59
23394,108,979.3,918.57,932.22
23397,839,976.1,911.17,927.9
23400,492,885.5,903.64,926.07
23403,1297,988.6,915.36,925.36
23406,64,932.4,914.37,919.74
23409,661,805.9,920.13,914.34
23412,1958,859.9,935.06,922.8
23415,1925,885.4,938.51,924.45
23418,50,841.1,929.43,922.11
23421,1949,934.3,943.14,927.0
23424,424,965.9,941.47,924.46
23427,1970,1079.0,954.57,929.57
23430,1797,1209.5,966.54,932.92
23433,1438,1223.6,974.05,933.08
23436,624,1279.6,978.28,927.94
23439,1346,1348.1,972.48,926.63
23442,1982,1350.5,986.62,932.82
23445,703,1228.3,989.3,933.21
23448,954,1318.7,983.46,932.0
23451,140,1137.8,971.48,932.65
23454,317,1127.1,961.0,924.5
23457,1314,1061.5,970.26,928.76
23460,1557,1037.5,974.93,935.44
23463,950,988.7,980.53,932.0
23466,50,931.3,978.2,930.76
23469,1063,903.0,973.98,927.79
23472,1857,890.5,991.85,934.21
23475,20,822.2,985.02,932.09
23478,1103,837.1,984.71,932.86
23481,1552,978.3,990.47,931.74
23484,283,974.9,992.4,931.58
23487,1989,1042.4,1007.58,936.35
23490,1847,1071.4,1022.06,941.07
23493,39,980.3,1010.4,940.45
23496,774,1052.7,1008.6,935.37
23499,770,1023.4,1006.31,934.09
23502,670,904.7,1008.93,936.18
23505,540,956.7,1011.89,934.46
23508,306,877.0,1004.56,927.78
23511,1833,905.1,1008.57,933.0
23514,468,923.6,998.16,928.86
23517,1744,899.1,1011.79,935.41
23520,719,786.3,1013.93,934.81
23523,1350,917.4,1017.97,941.48
23526,1314,971.4,1029.06,941.34
23529,1444,1038.8,1031.98,945.7
23532,1081,1079.9,1030.59,947.92
23535,412,1067.1,1021.93,947.58
23538,454,1081.9,1006.64,941.2
23541,1005,999.1,1009.4,943.62
23544,1285,1080.8,1018.09,943.78
23547,972,1003.6,1015.47,944.01
23550,981,1029.8,1020.87,946.25
23553,1089,1003.7,1024.66,948.11
23556,974,969.7,1018.37,947.99
23559,1014,926.7,1013.39,951.45
23562,419,860.5,1008.06,950.62
23565,1995,1018.8,1010.43,953.29
23568,1367,1110.1,1017.47,958.39
23571,538,1063.4,1021.35,958.5
23574,330,967.9,1014.44,953.92
23577,542,924.9,1010.65,954.76
23580,657,892.5,1001.76,956.03
23583,1461,929.7,996.72,960.25
23586,117,844.0,988.77,951.1
23589,443,786.9,985.14,949.18
23592,527,797.7,976.54,950.07
23595,84,606.6,958.6,943.26
23598,1128,582.7,953.49,948.75
23601,1221,651.0,960.29,948.45
23604,1717,789.7,964.01,953.25
23607,930,828.5,965.24,948.74
23610,1355,898.3,976.64,951.38
23613,1342,886.4,970.56,954.4
23616,638,938.5,973.87,957.25
23619,1722,1066.4,988.88,963.77
23622,517,1065.4,985.23,956.67
23625,1505,1207.5,995.15,955.75
23628,425,1137.2,988.34,949.17
23631,265,1041.6,989.82,947.28
23634,1447,1014.6,997.92,946.88
23637,493,970.9,995.81,939.6
23640,1164,951.8,988.12,943.49
23643,1897,1007.3,991.92,947.54
23646,683,1011.8,997.81,944.52
23649,864,926.0,1004.78,941.04
23652,1886,1062.9,1007.76,943.21
23655,254,937.8,1000.7,942.82
23658,265,921.8,991.58,943.86
23661,437,939.0,978.59,940.2
23664,1301,924.4,974.82,945.76
23667,237,898.8,968.48,945.97
23670,1153,897.7,966.03,949.24
23673,1297,837.7,976.34,948.09
23676,472,816.6,974.8,947.12
23679,251,755.3,958.05,941.48
23682,109,577.6,944.96,932.03
23685,1150,667.2,939.76,934.72
23688,767,717.4,942.5,932.75
23691,586,732.3,938.19,932.4
23694,1295,731.7,950.06,934.32
23697,492,757.2,946.59,928.88
23700,1213,763.2,953.8,928.72
23703,176,651.1,942.59,928.98
23706,1203,724.2,953.98,934.17
23709,1223,821.4,959.6,939.87
23712,113,821.8,941.15,938.11
23715,1045,811.3,932.35,935.43
23718,1760,910.6,949.45,939.44
23721,759,927.9,937.55,940.35
23724,647,863.1,939.78,940.62
23727,995,913.4,930.03,942.3
23730,1560,948.1,927.66,947.1
23733,1281,1058.6,926.09,950.07
23736,1779,1116.2,937.64,957.96
23739,711,1065.0,931.29,951.88
23742,672,1120.9,918.19,952.4
23745,1029,1119.3,921.45,955.38
23748,88,952.1,912.79,948.12
23751,1192,995.4,923.31,947.39
23754,510,981.7,925.24,943.12
23757,1896,1071.8,931.06,950.66
23760,1572,1073.0,931.21,953.07
23763,1985,1143.4,941.56,961.04
23766,196,985.1,943.02,960.61
23769,245,938.5,934.84,954.41
23772,1425,1013.8,930.52,961.18
23775,1183,1029.2,942.15,963.59
23778,280,1048.4,933.92,959.32
23781,1949,1124.1,937.89,964.18
23784,1653,1238.4,951.59,972.0
23787,796,1128.4,939.66,973.62
23790,1609,1132.1,937.28,979.67
23793,1275,1061.1,949.64,980.02
23796,1646,1206.1,958.36,983.48
23799,1100,1291.6,961.66,983.99
23802,1710,1320.1,972.06,990.5
23805,1435,1345.3,981.01,996.45
23808,1836,1500.9,996.31,1000.43
23811,1899,1495.9,996.97,1002.77
23814,43,1334.9,992.72,995.44
23817,522,1307.5,980.5,996.14
23820,604,1207.0,979.35,996.64
23823,1305,1210.0,978.9,998.43
23826,1155,1160.9,977.31,1003.18
23829,1549,1205.8,978.36,1005.17
23832,567,1091.5,973.22,1001.9
23835,409,988.9,973.19,997.56
23838,1159,921.2,980.24,993.44
23841,1196,850.9,982.15,995.77
23844,1759,1022.5,986.89,1002.49
23847,797,1050.0,985.14,1000.3
23850,842,1073.8,983.75,1002.31
23853,802,1023.5,980.88,1002.77
23856,927,1000.7,980.41,999.39
23859,887,934.5,979.14,996.26
23862,1200,997.8,986.95,997.5
23865,1351,1092.0,980.51,995.47
23868,1757,1151.8,984.41,1000.94
23871,1723,1204.5,996.26,1008.8
23874,174,1046.0,994.7,1004.57
23877,199,986.2,991.27,1000.96
23880,704,972.4,991.74,996.75
23883,535,945.7,982.48,989.6
23886,581,911.1,987.12,987.95
23889,954,917.8,992.23,988.68
23892,1669,964.7,1003.65,990.1
23895,1848,1014.4,1021.29,989.95
23898,308,869.5,1013.09,983.29
23901,107,707.9,1001.95,981.12
23904,1896,880.1,1003.74,983.88
23907,1023,962.5,1004.67,984.96
23910,1649,1057.0,1007.61,992.12
23913,1471,1150.6,1008.9,989.73
23916,1652,1257.7,1019.04,996.46
23919,1415,1303.8,1015.97,1002.42
23922,854,1222.3,1019.34,1002.28
23925,724,1109.9,1011.53,1003.34
23928,640,1143.1,1013.68,1001.01
23931,965,1228.9,1020.68,1005.25
23934,1974,1236.7,1025.95,1011.93
23937,1061,1240.5,1031.63,1013.72
23940,1083,1183.9,1030.82,1009.47
23943,1157,1152.5,1023.42,1007.67
23946,12,988.5,1016.71,1007.26
23949,1499,996.9,1023.06,1013.92
23952,1078,1019.3,1014.98,1011.37
23955,350,981.9,1015.94,1008.32
23958,1649,1082.8,1029.78,1010.68
23961,732,1059.5,1032.73,1005.66
23964,215,883.6,1021.87,998.35
23967,1586,936.1,1035.36,1001.92
23970,1338,961.6,1037.21,1001.62
23973,822,928.1,1032.46,1004.4
23976,69,933.8,1028.43,1001.62
23979,60,789.9,1026.52,992.28
23982,823,764.4,1033.66,989.31
23985,1308,860.2,1035.24,987.5
23988,1641,859.4,1043.98,993.24
23991,717,857.9,1045.29,991.74
23994,1538,990.2,1047.72,998.89
23997,1876,1019.2,1061.56,1004.08
24000,1582,1043.6,1065.25,1009.52
24003,654,1026.8,1070.03,1006.31
24006,1276,1147.5,1070.76,1012.37
24009,320,1173.5,1061.73,1010.66
24012,1222,1213.4,1072.82,1006.99
24015,1196,1202.2,1074.33,1003.34
24018,627,1100.8,1063.0,1006.23
24021,1072,1136.3,1066.13,1001.84
24024,1933,1175.8,1078.99,1009.38
24027,1187,1106.9,1080.91,1005.47
24030,1646,1113.3,1081.77,1004.72
24033,251,1073.0,1071.47,998.78
24036,1492,1094.6,1068.6,1003.12
24039,509,1113.5,1066.58,998.93
24042,1372,1128.5,1073.58,995.88
24045,1083,1117.2,1074.12,997.78
24048,736,1128.1,1080.6,996.7
24051,1623,1183.2,1084.91,1004.11
24054,1941,1184.0,1099.22,1012.23
24057,781,1143.4,1088.07,1009.57
24060,1605,1139.3,1088.4,1009.8
24063,509,1165.1,1073.64,1007.6
24066,73,1023.2,1072.41,1007.72
24069,1218,1094.1,1082.14,1008.49
24072,1768,1133.7,1085.57,1008.04
24075,1400,1165.4,1087.74,1014.95
24078,367,1128.5,1088.61,1011.26
24081,544,1020.6,1074.56,1006.23
24084,1536,980.1,1073.39,1012.49
24087,442,946.2,1069.85,1004.75
24090,395,825.2,1057.71,997.5
24093,1447,919.0,1059.43,1004.53
24096,634,975.1,1049.31,1003.84
24099,833,936.6,1046.64,1004.15
24102,1710,930.8,1046.64,1009.35
24105,498,840.6,1037.27,1009.14
24108,201,824.0,1020.92,1008.62
24111,64,776.0,1002.57,999.77
24114,915,713.9,1011.29,1002.0
24117,848,754.5,1014.55,997.52
24120,969,811.9,1018.2,998.77
24123,874,754.6,1013.89,996.39
24126,1633,854.5,1018.67,997.99
24129,1832,954.4,1021.5,999.93
24132,1815,964.9,1033.98,1003.6
24135,501,965.2,1034.9,1004.04
24138,1898,1134.9,1042.29,1011.26
24141,1747,1303.2,1047.8,1014.98
24144,1073,1319.0,1040.94,1013.91
24147,1251,1359.3,1045.48,1015.31
24150,1829,1445.3,1055.35,1019.55
24153,669,1424.8,1054.02,1017.45
24156,1927,1454.2,1064.02,1022.22
24159,707,1341.7,1062.22,1020.68
24162,1893,1349.5,1069.15,1028.05
24165,1072,1406.6,1066.36,1023.43
24168,1109,1327.7,1059.88,1022.14
24171,1323,1285.3,1055.88,1026.07
24174,609,1238.9,1060.23,1027.46
24177,227,1136.5,1060.51,1025.89
24180,828,1036.4,1061.75,1026.74
24183,748,1044.3,1063.88,1023.18
24186,595,911.1,1064.02,1025.57
24189,46,845.0,1054.94,1023.59
24192,802,735.9,1046.27,1024.96
24195,216,650.3,1029.95,1025.62
24198,950,634.4,1036.37,1024.73
24201,1906,692.7,1054.36,1028.15
24204,975,729.3,1045.15,1024.44
24207,1371,843.7,1048.63,1026.65
24210,496,810.5,1037.1,1022.36
24213,39,739.6,1022.78,1015.84
24216,490,729.1,1011.16,1015.1
24219,1002,824.7,1007.03,1011.5
24222,98,754.3,999.47,1009.4
24225,272,759.9,994.95,1003.24
24228,243,689.2,990.98,1002.33
24231,515,550.1,986.48,1003.58
24234,240,476.6,969.14,997.54
24237,1945,534.0,977.98,1004.8
24240,728,557.2,974.43,1002.62
24243,1693,722.6,979.79,1001.61
24246,1999,873.5,999.66,1008.18
24249,1796,952.9,1002.63,1012.85
24252,1024,1045.5,1002.09,1008.53
24255,1951,1213.4,1018.1,1017.02
24258,1159,1305.0,1013.2,1021.49
24261,9,1254.4,1005.97,1019.35
24264,1979,1428.3,1023.61,1022.74
24267,720,1305.8,1014.95,1025.15
24270,265,1259.5,1004.22,1020.72
24273,635,1153.7,1002.35,1017.4
24276,1585,1112.3,1017.51,1022.97
24279,1010,1033.7,1027.01,1026.77
24282,308,962.1,1021.86,1027.76
24285,1631,930.1,1025.09,1030.16
24288,454,859.6,1013.22,1028.6
24291,1473,1006.0,1020.78,1033.04
24294,1036,911.7,1015.76,1031.74
24297,1443,984.0,1011.43,1036.49
24300,1309,1088.4,1008.7,1036.97
24303,1729,1197.8,1019.45,1044.74
24306,595,1098.8,1012.64,1041.7
24309,1259,1123.7,1022.03,1041.88
24312,371,1130.0,1013.52,1043.17
24315,1697,1136.6,1018.53,1046.43
24318,1168,1208.0,1023.94,1043.47
24321,1490,1209.7,1028.12,1047.12
24324,1684,1274.5,1025.63,1052.31
24327,1699,1300.1,1030.75,1055.83
24330,720,1241.2,1021.49,1051.63
24333,1518,1220.1,1034.16,1052.82
24336,505,1211.1,1024.29,1046.44
24339,1202,1205.4,1031.22,1048.9
24342,387,1207.0,1021.37,1047.47
24345,85,1045.8,1011.39,1042.76
24348,1794,1108.4,1021.97,1051.29
24351,1216,1081.0,1017.9,1051.4
24354,1303,1042.9,1011.52,1055.37
24357,1410,1014.0,1017.81,1052.94
24360,1378,1079.8,1015.54,1051.97
24363,1817,1109.7,1028.62,1051.13
24366,131,1072.3,1029.2,1050.81
24369,1153,1067.4,1028.55,1055.35
24372,1567,1185.4,1026.54,1056.06
24375,1123,1289.2,1023.77,1055.76
24378,811,1190.9,1028.21,1058.41
24381,1488,1218.1,1037.65,1056.11
24384,397,1127.5,1026.26,1049.83
24387,407,1027.2,1025.91,1047.88
24390,1518,1041.2,1037.14,1047.42
24393,794,938.9,1030.61,1045.02
24396,940,1019.8,1033.67,1041.49
24399,1247,1029.2,1037.81,1042.22
24402,1354,1007.9,1034.25,1040.44
24405,773,972.9,1037.0,1037.13
24408,1769,1068.7,1052.68,1036.8
24411,1069,1026.8,1062.73,1032.65
24414,989,1086.0,1063.47,1037.38
24417,1435,1188.8,1069.34,1041.94
24420,71,1044.1,1060.36,1039.28
24423,1168,1081.5,1063.3,1038.6
24426,1953,1182.8,1066.5,1042.59
24429,1942,1252.3,1067.6,1044.55
24432,43,1121.2,1049.88,1041.93
24435,1528,1196.7,1060.15,1047.53
24438,1421,1161.9,1055.38,1048.84
24441,982,1153.2,1047.73,1047.77
24444,647,1119.0,1043.47,1042.2
24447,1908,1166.3,1050.04,1047.76
24450,723,1231.5,1038.98,1047.16
24453,725,1187.2,1039.54,1046.78
24456,832,1075.1,1028.59,1046.31
24459,882,969.1,1030.34,1046.28
24462,950,1059.8,1020.91,1045.03
24465,1309,1037.9,1023.28,1044.82
24468,1580,1053.8,1027.99,1043.93
24471,798,1035.4,1022.74,1039.31
24474,362,1006.9,1020.27,1040.25
24477,337,849.8,1021.37,1040.94
24480,846,862.1,1021.55,1041.65
24483,1293,918.9,1027.0,1045.44
24486,799,915.6,1029.04,1046.53
24489,1694,996.8,1045.52,1050.23
24492,1391,1040.9,1051.41,1048.84
24495,893,999.3,1058.18,1044.07
24498,62,847.5,1049.3,1042.84
24501,832,850.9,1038.56,1046.46
24504,191,833.8,1030.72,1037.93
24507,579,858.0,1022.8,1035.71
24510,123,785.7,1019.07,1028.09
24513,821,738.5,1026.89,1024.84
24516,1036,762.2,1032.35,1021.75
24519,771,669.9,1030.04,1018.53
24522,1382,669.0,1042.88,1021.17
24525,1680,747.7,1056.96,1025.95
24528,360,777.5,1058.13,1024.56
24531,1026,796.9,1063.24,1024.86
24534,88,786.6,1061.72,1015.43
24537,1985,927.2,1062.12,1020.05
24540,1552,1070.1,1070.36,1022.39
24543,301,1018.1,1056.44,1018.12
24546,1791,1093.6,1054.36,1027.01
24549,1606,1177.1,1052.46,1027.55
24552,506,1089.5,1047.28,1024.68
24555,1862,1107.7,1046.39,1032.24
24558,1551,1226.8,1050.31,1031.76
24561,1676,1291.8,1066.98,1036.47
24564,1689,1451.9,1064.08,1043.85
24567,1888,1442.2,1075.76,1045.36
24570,508,1337.8,1078.19,1041.2
24573,1974,1505.1,1091.58,1046.96
24576,1010,1427.0,1085.83,1051.67
24579,512,1317.6,1080.85,1053.93
24582,1558,1422.8,1093.35,1057.61
24585,302,1266.8,1080.06,1052.58
24588,1079,1219.6,1086.31,1049.77
24591,490,1101.0,1076.48,1048.63
24594,1725,1104.6,1083.37,1049.57
24597,1931,1108.9,1088.25,1049.84
24600,847,1142.8,1083.63,1046.16
24603,1363,1081.7,1079.97,1049.71
24606,612,1041.9,1080.14,1046.39
24609,638,1054.5,1073.93,1047.98
24612,926,991.3,1079.48,1046.5
24615,644,1025.5,1068.95,1043.74
24618,445,962.1,1061.72,1042.83
24621,362,949.3,1050.44,1039.28
24624,746,851.4,1041.06,1033.35
24627,1452,803.5,1038.59,1034.67
24630,138,732.6,1032.77,1027.13
24633,1297,726.0,1030.56,1032.36
24636,1199,784.7,1037.5,1030.89
24639,1077,828.6,1036.25,1033.73
24642,1864,922.4,1051.02,1036.19
24645,44,862.4,1050.61,1031.0
24648,501,868.0,1037.68,1029.83
24651,829,914.7,1033.81,1025.86
24654,488,888.9,1025.66,1018.59
24657,738,817.5,1018.94,1018.38
24660,399,843.6,1009.15,1012.35
24663,1123,826.2,1002.21,1015.41
24666,1805,886.8,1018.95,1024.08
24669,1934,972.5,1026.76,1027.65
24672,1909,977.0,1030.18,1028.36
24675,413,1013.9,1023.08,1023.42
24678,1125,1076.3,1026.22,1027.21
24681,826,1076.0,1019.6,1028.62
24684,145,1041.7,1017.08,1021.67
24687,766,1044.5,1020.67,1023.29
24690,1169,1121.5,1017.18,1027.16
24693,505,1059.7,1014.29,1022.45
24696,791,958.3,1012.8,1023.24
24699,1215,886.4,1012.48,1025.14
24702,1587,854.2,1014.81,1024.53
24705,205,833.4,1009.13,1023.07
24708,1563,877.2,1007.07,1029.88
24711,822,876.8,1004.6,1033.66
24714,111,873.4,995.82,1029.64
24717,1167,913.5,993.14,1031.24
24720,1608,957.4,1008.51,1034.43
24723,1729,1079.8,1014.12,1038.71
24726,1904,1191.1,1013.63,1040.07
24729,401,1109.7,998.22,1032.91
24732,264,977.4,1000.43,1025.15
24735,610,1017.9,991.25,1025.7
24738,1340,995.6,990.44,1022.91
24741,75,920.9,981.37,1014.55
24744,548,964.6,980.38,1011.92
24747,1662,1014.1,977.92,1013.98
24750,1336,986.9,984.05,1011.51
24753,267,840.7,979.47,1009.5
24756,454,695.7,975.69,1002.14
24759,473,702.9,971.6,1000.97
24762,1576,834.1,977.86,999.38
24765,1333,906.4,978.1,1000.69
24768,133,785.7,963.63,995.81
24771,12,779.4,955.77,989.25
24774,1624,887.0,968.39,994.33
24777,1007,821.5,975.09,998.23
24780,907,778.6,975.7,998.62
24783,861,838.0,971.38,999.19
24786,378,830.4,967.17,998.11
24789,1538,936.9,965.61,1005.57
24792,285,807.8,954.55,1002.98
24795,462,720.7,950.24,1004.21
24798,850,792.4,958.12,1003.71
24801,1972,988.4,969.52,1004.04
24804,957,921.7,977.18,1003.95
24807,818,902.8,979.57,1001.18
24810,369,849.0,982.03,1000.55
24813,208,783.7,975.9,1001.39
24816,27,748.6,965.81,999.08
24819,1723,767.1,975.33,1002.68
24822,748,813.4,968.99,1005.93
24825,249,792.1,954.68,1005.82
24828,521,759.2,956.29,1007.21
24831,920,654.0,955.23,1009.24
24834,1341,692.4,967.76,1014.74
24837,620,672.6,954.11,1008.12
24840,848,720.5,947.07,1008.72
24843,848,784.5,952.54,1004.49
24846,239,805.7,937.02,995.69
24849,697,703.1,927.93,990.2
24852,918,720.1,932.05,989.66
24855,1090,804.2,924.33,985.36
24858,565,808.6,914.47,982.39
24861,894,806.0,906.65,986.82
24864,1861,858.0,908.37,986.23
24867,414,837.4,893.63,984.7
24870,1843,936.9,906.98,992.59
24873,1402,992.3,901.26,996.42
24876,1514,1119.8,906.3,996.07
24879,624,1112.5,907.42,994.13
24882,29,1023.6,892.13,992.74
24885,65,921.1,889.76,984.91
24888,460,910.6,883.57,984.94
24891,342,855.4,882.09,979.28
24894,499,719.2,869.83,976.6
24897,1903,868.1,869.55,978.9
24900,1524,836.2,876.32,979.98
24903,1944,890.4,882.13,981.05
24906,1066,845.6,886.67,983.4
24909,1238,907.0,892.67,983.3
24912,1746,1078.7,900.87,990.17
24915,409,1113.1,898.52,983.74
24918,280,1095.1,896.87,979.29
24921,833,1144.2,901.58,976.01
24924,458,1140.1,898.7,969.88
24927,520,1001.8,889.38,963.99
24930,1705,1019.9,905.05,968.91
24933,915,917.0,901.23,965.89
24936,1033,913.7,899.57,968.53
24939,722,862.1,896.02,966.13
24942,743,761.8,884.81,967.91
24945,649,785.8,890.86,970.74
24948,535,811.3,891.2,964.44
24951,67,734.7,883.58,958.7
24954,645,753.4,885.15,955.4
24957,768,778.2,885.45,952.2
24960,996,707.3,891.42,950.28
24963,1904,806.2,899.23,950.72
24966,1090,811.9,892.08,955.51
24969,638,803.5,879.12,952.94
24972,825,811.7,868.28,949.23
24975,453,792.1,868.68,945.88
24978,1424,881.0,871.67,948.95
24981,1179,992.2,875.2,947.4
24984,1490,1076.7,888.65,952.87
24987,455,1045.4,885.54,953.11
24990,1987,1144.5,893.72,955.45
24993,1799,1134.0,906.66,960.48
24996,1432,1168.2,913.07,962.93
24999,1280,1232.4,913.72,963.1
25002,688,1218.7,904.73,959.77
25005,1010,1274.4,912.78,960.96
25008,715,1203.5,904.3,955.68
25011,1796,1265.2,914.04,959.32
25014,1720,1288.2,930.13,962.98
25017,1288,1371.5,931.34,962.24
25020,1530,1325.8,930.56,969.53
25023,1866,1332.5,931.93,973.02
25026,102,1199.5,913.91,963.77
25029,1100,1181.5,920.9,959.56
25032,1442,1256.9,932.68,966.55
25035,1741,1330.0,943.99,967.62
25038,322,1290.7,933.81,962.12
